ol_author_key,viaf_id
OL20965A,19728542
OL20966A,84055110
OL20970A,71392370
OL2097867A,44619028
OL20981A,75557326
OL2098536A,72864736
OL20985A,79368748
OL20986A,26077018
OL20987A,111572561
OL2098877A,104035569
OL20989A,94570600
OL21001A,36920030
OL21002A,27072914
OL21003A,46778083
OL21004A,12304980
OL21005A,109394489
OL2101074A,109254932
OL2101175A,46770914
OL21011A,91283664
OL2101579A,76322687
OL21015A,84210466
OL2101837A,114017611
OL21020A,19845460
OL2102248A,27221656
OL2102690A,45044003
OL2102935A,76171161
OL2103656A,45080821
OL2103936A,113091754
OL2103938A,85774982
OL21039A,87662844
OL21051A,44299388
OL21053A,111474845
OL21057A,5623373
OL21059A,19676286
OL21070A,7406725
OL21086A,51703034
OL21089A,100236274
OL2109256A,22908364
OL21092A,163755002
OL21093A,232144783035948358100
OL21095A,22149082
OL2111876A,29602261
OL2112842A,46828898
OL21140A,85377991
OL21156A,85315534
OL21169A,29539039
OL2119599A,33486298
OL21199A,59338045
OL2120425A,62790091
OL21207A,46768718
OL2121711A,35251516
OL2121744A,44322506
OL2121777A,69198708
OL21218A,265490650
OL21219A,69049918
OL21220A,34467427
OL21224A,85700936
OL21225A,54180657
OL2122937A,118845045
OL21231A,19770339
OL2123405A,8184185
OL21235A,34454753
OL21241A,2489917
OL21250A,68928525
OL212510A,98029748
OL21251A,79058932
OL21255A,110546896
OL21256A,87149514
OL21261A,673940
OL2126323A,34533342
OL21264A,116823207
OL2126580A,46331874
OL21267A,303283703
OL2127040A,121673999
OL21274A,109886636
OL2128678A,4366211
OL2129517A,100960139
OL2129890A,56476670
OL21298A,21330616
OL21302A,85424814
OL21305A,113069974
OL21315A,85314052
OL21317A,51747658
OL2131850A,22936427
OL2131871A,18088354
OL21320A,8918175
OL2132992A,64000733
OL21341A,105908620
OL21353A,60290695
OL2136698A,15074527
OL21375A,64066735
OL21388A,110864601
OL21391A,12309994
OL21394A,195226
OL2140166A,79304593
OL21403A,71513309
OL2140948A,46827764
OL2141558A,44598571
OL21416A,43388769
OL21419A,74105420
OL2142772A,140705396
OL2143162A,67905626
OL21434A,4970438
OL2143514A,91600725
OL2144783A,111760329
OL2144827A,24731173
OL2146137A,55467526
OL2147872A,268034595
OL2148287A,42630979
OL21491A,27066713
OL21496A,27151922
OL21506A,66467290
OL2153230A,57440336
OL21540A,91295877
OL215434A,22612574
OL21543A,109683154
OL21554A,267230610
OL215610A,12310310
OL2156367A,9847926
OL21563A,102209780
OL21565A,54765906
OL215676A,29892541
OL215689A,69058592
OL21569A,44302716
OL215713A,12341457
OL21573A,111626048
OL215743A,7432688
OL215746A,29647465
OL215771A,47569885
OL215774A,9891506
OL215791A,4958780
OL215819A,122140022
OL215831A,48393117
OL215841A,76335432
OL215843A,27064472
OL215851A,1202710
OL215852A,76485657
OL21586A,85473958
OL21589A,265326651
OL215909A,34589753
OL215911A,25880871
OL2159156A,12467132
OL215919A,71409962
OL215921A,79062630
OL21594A,102333412
OL215971A,76403342
OL2159994A,96399478
OL216064A,32039190
OL216097A,18515061
OL216161A,98293368
OL216166A,25695760
OL21620A,168992130
OL21621A,24744344
OL216242A,1179221
OL2162882A,35702310
OL2163224A,6542390
OL21632A,44302511
OL216395A,32081599
OL2163992A,30784921
OL216402A,110859914
OL2164229A,27507275
OL2164913A,261396614
OL216494A,22253909
OL21649A,59083277
OL216500A,41844076
OL216502A,27080110
OL216505A,85359924
OL21650A,73874574
OL216536A,9861542
OL216556A,101747597
OL21656A,56616931
OL216585A,1953
OL216606A,108612101
OL21660A,120732796
OL216646A,14783289
OL216660A,100256113
OL2166770A,32045124
OL21671A,64044275
OL216739A,5039186
OL216748A,32104515
OL216755A,110249804
OL216778A,166029395
OL216783A,84538845
OL216794A,37220550
OL216799A,14771959
OL216802A,73899556
OL216809A,51711811
OL216861A,65781629
OL21687A,97933178
OL216886A,13597300
OL216917A,107586686
OL21691A,104202620
OL216978A,51912766
OL217019A,115279125
OL217034A,51689251
OL217042A,32004998
OL217073A,95094766
OL2170870A,15039846
OL2170913A,52211996
OL217099A,36153541
OL217115A,109557338
OL21711A,11089823
OL217129A,100964772
OL217131A,5720415
OL217145A,61667426
OL217152A,51814206
OL21718A,59134159
OL21721A,35992542
OL2172442A,79130132
OL21724A,2628607
OL217256A,30223597
OL21730A,115161131
OL21731A,39383796
OL217344A,54167025
OL217346A,39558998
OL217374A,51694687
OL217379A,77155339
OL217394A,10682278
OL21740A,61584279
OL217423A,36223924
OL217427A,14774399
OL217453A,88181441
OL217475A,49243962
OL21747A,49224511
OL21748A,74079948
OL2174937A,25665416
OL217513A,13239612
OL217522A,42397151
OL217571A,17317855
OL217637A,61553720
OL217643A,76393464
OL217659A,101089301
OL21767A,56745677
OL217694A,79038399
OL217716A,98268775
OL217723A,816475
OL2177241A,198149066608865602123
OL217726A,71916428
OL217730A,80007399
OL217734A,33105738
OL217736A,100278814
OL217748A,24639738
OL21774A,49369627
OL217764A,54177997
OL217774A,108495772
OL217793A,5012506
OL217795A,2008
OL217803A,63173993
OL217822A,28008029
OL217824A,100259954
OL217825A,60162345
OL217827A,22945314
OL21782A,31231421
OL217830A,62745936
OL2178475A,61676654
OL2178633A,109974018
OL2178640A,108445569
OL2178692A,9836139
OL217901A,93981383
OL217911A,27102281
OL217918A,59139414
OL21792A,18789158
OL2179332A,29117433
OL2179558A,79300084
OL217964A,79435926
OL217983A,64069252
OL217984A,110496206
OL2180071A,138619523
OL2180114A,14812297
OL218025A,71553587
OL2180322A,17231985
OL2180760A,103213369
OL21807A,111500719
OL21809A,44274409
OL218101A,68956465
OL218121A,97890862
OL218124A,56605956
OL218141A,93481815
OL21816A,17397168
OL218171A,22864242
OL218173A,99685141
OL218176A,275840588
OL21821A,32065854
OL218235A,18918632
OL21824A,14765625
OL218264A,65286075
OL21831A,39376770
OL21836A,24605183
OL218390A,73210328
OL218440A,7393743
OL218444A,97615503
OL218450A,14907129
OL218453A,108862703
OL218462A,69151887
OL218487A,51692172
OL218542A,8757551
OL2185515A,44420233
OL218553A,49225680
OL218572A,4977351
OL2186348A,39275077
OL218678A,108749090
OL218707A,110463979
OL218722A,15560515
OL2187620A,10586828
OL21882A,24774039
OL218874A,26377051
OL21888A,30456
OL21892A,85546337
OL218949A,24783789
OL21896A,79046442
OL2189808A,77555368
OL2190117A,112090051
OL219019A,18889891
OL219027A,85419722
OL219123A,37215862
OL219130A,26259438
OL21915A,102011400
OL219173A,17292880
OL219178A,59103369
OL21918A,11598124
OL219212A,88363735
OL219238A,114945073
OL219266A,54270532
OL219286A,85312509
OL219344A,44378168
OL219349A,76321889
OL219366A,94158112
OL219378A,104828494
OL219380A,32833814
OL219382A,115386624
OL219394A,114030620
OL21939A,107551730
OL21941A,51779475
OL219420A,27092989
OL21945A,34146332915018731874
OL219513A,14007
OL219532A,59229986
OL219539A,10425836
OL219542A,97846501
OL2195589A,87437071
OL219560A,85078623
OL219561A,47377454
OL219571A,60279055
OL21957A,91390424
OL2195928A,24964371
OL219597A,19680417
OL21959A,100001869
OL21960A,98541626
OL219617A,94221539
OL2196234A,4512228
OL219707A,90658876
OL21970A,94507588
OL2197124A,22143414
OL219764A,30751572
OL21976A,36976332
OL2197754A,8843878
OL21978A,59679442
OL219795A,36984636
OL21979A,85444183
OL219810A,109122867
OL219856A,29542054
OL219868A,205340978
OL219986A,108837994
OL220042A,71679029
OL220090A,90715508
OL220120A,59894464
OL22012A,36935272
OL22013A,36923153
OL22014A,95207870
OL22018A,41846963
OL220198A,111750191
OL22019A,275755442
OL22022A,64003092
OL22023A,109274608
OL22024A,110273087
OL220263A,56682145
OL220265A,95152705
OL220269A,49293082
OL220273A,26272672
OL22027A,49229042
OL220287A,68990574
OL22028A,19683443
OL22029A,85833020
OL22032A,24608302
OL220347A,19728369
OL220352A,1645559
OL220356A,3647910
OL22035A,76313268
OL220362A,22276968
OL220363A,5144962
OL220373A,23033
OL220390A,73890849
OL220396A,109883229
OL220398A,46760781
OL220399A,112519589
OL220463A,101729193
OL220476A,108257212
OL22047A,44301126
OL220491A,40479414
OL220528A,22968512
OL220530A,85379121
OL2205352A,46102194
OL2205533A,32794658
OL220554A,97644248
OL220575A,100916997
OL220607A,108983174
OL22060A,66806872
OL22061A,23027718
OL22062A,70237666
OL220643A,112649676
OL220659A,49754822
OL220669A,97919243
OL220675A,108997468
OL22067A,36923287
OL220683A,161200599
OL220700A,4936805
OL220707A,263196989
OL220720A,10037092
OL220735A,4986550
OL220744A,305411319
OL220750A,66771260
OL220764A,85416107
OL220788A,22234532
OL220796A,110768273
OL220802A,74007754
OL220820A,84114568
OL220836A,74006861
OL220839A,55443509
OL22083A,85366812
OL22086A,277435995
OL220922A,41996793
OL220932A,79163089
OL220935A,57893712
OL220942A,27068909
OL220986A,74138245
OL22098A,66462036
OL220993A,59760050
OL2209947A,17323284
OL221009A,66470410
OL221026A,14769130
OL22105A,7524651
OL221067A,62810335
OL22106A,66597305
OL221083A,79097759
OL221095A,61546900
OL221107A,85356986
OL221111A,61729890
OL221112A,84950713
OL221144A,96934959
OL221159A,12306931
OL221165A,95159939
OL22117A,95297822
OL221211A,5730196
OL221215A,19721958
OL22122A,39374476
OL22124A,110901829
OL221254A,92173108
OL221263A,189390286
OL221294A,32179704
OL221295A,80525953
OL2213008A,90712237
OL22132A,68927197
OL22133A,88062755
OL22138A,112432108
OL221428A,14798887
OL221451A,40116635
OL221461A,74693740
OL221465A,69133114
OL221493A,108141926
OL221497A,40435566
OL221553A,108450526
OL22157A,32003151
OL221596A,108349732
OL221607A,69730395
OL22161A,66470391
OL22163A,114086935
OL221659A,120619094
OL22166A,79100775
OL22168A,67332444
OL221699A,79366708
OL221707A,103144814425326213276
OL22170A,84065060
OL22173A,17238349
OL221740A,66485602
OL2217632A,224447
OL221779A,51271894
OL221813A,121647919
OL221826A,9876891
OL22182A,54152946
OL22184A,64935221
OL221880A,67354691
OL22188A,93732475
OL22193A,54191408
OL221957A,85069138
OL221968A,119240640
OL222042A,79530442
OL222067A,48005608
OL222118A,92509673
OL222146A,109587997
OL22214A,39380934
OL222151A,65280269
OL222152A,85392667
OL222155A,93479825
OL222187A,70074753
OL222194A,24755917
OL22221A,93961058
OL222223A,5718724
OL222224A,56656629
OL222259A,110058532
OL222275A,46759201
OL222279A,91013723
OL222359A,2020
OL2224004A,48265265
OL222403A,29613632
OL222413A,35154247
OL222424A,66627085
OL222429A,40278906
OL22242A,104023256
OL222448A,108594496
OL22245A,91629318
OL222507A,95215697
OL222533A,111158895
OL222541A,109347009
OL222546A,20931504
OL22255A,6209505
OL222566A,96117658
OL22256A,20968490
OL222577A,49333240
OL222585A,46883203
OL22258A,22272314
OL22260A,84513700
OL22261A,114156159
OL222625A,248130099
OL222633A,118416313
OL222663A,15463425
OL222666A,64628855
OL222679A,85933013
OL22268A,279132824
OL22272A,32881340
OL222734A,51807352
OL222749A,61869908
OL222796A,305126912
OL22296A,17240991
OL222977A,59098309
OL223028A,304418824
OL22304A,66463508
OL223078A,116050857
OL22307A,34460782
OL223122A,68954793
OL223128A,72321077
OL223132A,101362985
OL223133A,56622678
OL223134A,56711909
OL223140A,22421926
OL223141A,49242982
OL2231444A,102370910
OL223144A,18054803
OL223145A,85646721
OL2231540A,74066903
OL223162A,33238292
OL223174A,100253775
OL223183A,76436241
OL2231840A,163655610
OL223189A,67854432
OL22322A,90724346
OL2232703A,95319494
OL223298A,46911784
OL223299A,111279476
OL223308A,50951947
OL22332A,22167085
OL223338A,39430704
OL223339A,100267478
OL223340A,111091413
OL223348A,88660538
OL223349A,165762622
OL223352A,66538394
OL22336A,60332140
OL22337A,38191925
OL22339A,45222212
OL2234143A,62174939
OL22342A,64096103
OL223454A,91775182
OL2234563A,56613237
OL22347A,49267085
OL223483A,108702808
OL223517A,33295498
OL22351A,25153526
OL223521A,108832636
OL2235234A,13501878
OL223533A,108581148
OL22355A,79280901
OL223585A,110531963
OL22358A,95173526
OL223671A,52773341
OL223686A,218092303
OL223707A,71451539
OL2237249A,27531755
OL223734A,79382544
OL223738A,71629313
OL22374A,22253037
OL223750A,43397457
OL223753A,67392674
OL223796A,73930074
OL223831A,27076602
OL223833A,52329579
OL223841A,85069193
OL223863A,101794526
OL22389A,109087827
OL223954A,90070192
OL223964A,2457427
OL22397A,5152598
OL224003A,71397706
OL2240086A,29609876
OL224008A,39483487
OL224052A,4929615
OL224075A,32215143
OL224084A,10455
OL224085A,30828450
OL224104A,22311625
OL224140A,27827433
OL2241940A,73449407
OL22420A,95151447
OL224220A,76461654
OL2242353A,65004869
OL2242548A,67358278
OL224269A,108150153
OL22426A,73968086
OL224279A,61540924
OL224281A,79206830
OL22428A,79812213
OL22429A,2690453
OL224314A,39532659
OL224367A,71623618
OL224371A,45114748
OL22437A,108695035
OL224417A,37054403
OL224430A,5023496
OL224437A,111621981
OL22443A,98651598
OL22444A,109029099
OL224474A,23671033
OL224513A,103609898
OL224519A,16729
OL224545A,79040329
OL22459A,12324519
OL22463A,79528519
OL224641A,164049264
OL22466A,107026829
OL2246909A,24954334
OL224691A,37921707
OL2246945A,111086695
OL224716A,65115962
OL224780A,4090363
OL2247874A,61922725
OL2248155A,61108871
OL224818A,7435812
OL224826A,59093595
OL22485A,92678909
OL224893A,79309938
OL2248940A,92621678
OL224896A,56774589
OL224905A,110605491
OL224928A,66485639
OL22493A,109438564
OL224976A,108123996
OL224977A,12312890
OL225022A,93559747
OL225056A,109768582
OL22508A,88051032
OL2250A,95217173
OL225113A,79115492
OL225132A,4985050
OL22517A,47453951
OL2251985A,110936800
OL225215A,7620047
OL225221A,16565
OL225239A,108855629
OL225243A,59214433
OL225246A,100259983
OL22525A,10765083
OL225268A,109872027
OL225269A,10991419
OL225270A,571334
OL225278A,93099195
OL225281A,59362585
OL22530A,41972193
OL225321A,109673816
OL225322A,116850917
OL225331A,113178953
OL225344A,56760858
OL225348A,33773168
OL225361A,79068675
OL22536A,13241238
OL225383A,56645519
OL2254650A,21252414
OL225465A,79047287
OL225466A,91615121
OL225483A,73881452
OL22548A,57891163
OL225521A,49306241
OL225524A,40648352
OL225529A,43202464
OL225538A,103650758
OL22553A,108307703
OL225540A,223773297
OL22554A,76521596
OL22555A,64205965
OL225561A,113030458
OL22556A,98091476
OL225584A,109364942
OL225589A,100254667
OL225593A,73926375
OL22559A,72685051
OL225605A,22472536
OL225606A,22879781
OL225621A,4927694
OL2256247A,76537558
OL225642A,272759346
OL2256559A,114023766
OL2256852A,79315344
OL2256990A,37283176
OL22570A,2559502
OL225789A,84959984
OL225814A,115103987
OL225819A,79311616
OL225826A,92154075
OL22583A,2480701
OL2258501A,281839172
OL22585A,69683019
OL22586A,100252785
OL225893A,39517147
OL225901A,54997890
OL2259074A,232775152
OL225908A,118698622
OL225912A,97753979
OL225930A,27089888
OL22593A,66589484
OL225952A,251043971
OL225983A,71566001
OL225992A,19685785
OL226005A,5791465
OL226057A,76323175
OL226088A,84318401
OL226105A,108543172
OL226113A,45844
OL226126A,10100
OL2261478A,12811033
OL2261516A,237149066548765601362
OL2261740A,19678032
OL226202A,116079629
OL226204A,165625998
OL226208A,12477915
OL226216A,39509754
OL226218A,98439348
OL226231A,26213085
OL226255A,39429221
OL2262560A,29535936
OL226264A,18594945
OL226268A,91319453
OL226273A,62824341
OL226400A,37007186
OL226446A,116188327
OL22645A,56716741
OL226487A,93479548
OL2265484A,94014595
OL22657A,105946224
OL226613A,62464231
OL2266282A,39711726
OL22662A,30391984
OL22663A,100955140
OL22665A,109238969
OL226688A,82631493
OL226706A,85471794
OL226708A,85312469
OL226712A,25034940
OL226714A,57469593
OL226715A,84619732
OL22672A,120719476
OL226753A,84491241
OL226799A,92628934
OL226803A,66532020
OL2268054A,34723041
OL22680A,10056328
OL226818A,73995580
OL226859A,85665499
OL226883A,105014026
OL226886A,108762210
OL2269483A,68926297
OL226956A,42978845
OL227002A,3645149
OL227003A,91683177
OL227013A,47146937865213832758
OL227028A,21385780
OL227047A,79067211
OL227109A,41964556
OL227116A,39558029
OL227122A,54270938
OL227131A,49384475
OL227149A,69055692
OL227151A,1730463
OL227190A,69002988
OL227220A,70420074
OL2272730A,71432789
OL227334A,114575811
OL227337A,116375945
OL227338A,951708
OL227344A,54304642
OL227346A,79483647
OL22736A,68926330
OL2273721A,30784950
OL2273731A,207149066629665602307
OL227384A,37159507
OL227385A,108624844
OL2273977A,64201181
OL22739A,51862509
OL22740A,108180206
OL227410A,19689232
OL22741A,108661746
OL227453A,49353360
OL227499A,57670181
OL227500A,5074845
OL227505A,23077728
OL227531A,91244299
OL227534A,85432341
OL227535A,17911268
OL22753A,1475279
OL22761A,85776347
OL227624A,85336130
OL227627A,108237346
OL22766A,108922894
OL227752A,40314167
OL227779A,46779207
OL22780A,51722896
OL227814A,54202464
OL227817A,74012730
OL227821A,88185077
OL227865A,50142182
OL22786A,85556633
OL227885A,91947747
OL227888A,15381104
OL227897A,52996732
OL227923A,34538036
OL227962A,42765532
OL227971A,61553881
OL22801A,100218891
OL22802A,38362693
OL228037A,14869911
OL2280486A,42761946
OL2280551A,60242898
OL2280713A,2843550
OL228079A,61556825
OL228080A,10391859
OL228081A,274298033
OL22819A,20581896
OL228208A,20485468
OL228269A,29687443
OL228275A,23555474
OL228283A,108352327
OL228338A,73855149
OL2283490A,59205948
OL228358A,32133820
OL228363A,49437632
OL228371A,85651926
OL228405A,73892940
OL228409A,109336056
OL22841A,66473514
OL22849A,68944804
OL2285297A,16776535
OL228578A,46833044
OL228583A,92509948
OL228623A,66577804
OL22866A,98998174
OL2286828A,216773147
OL22869A,64188423
OL228704A,110926589
OL228714A,62624702
OL22872A,110467875
OL228802A,109344369
OL228821A,68924949
OL228826A,100953393
OL22888A,85314579
OL228905A,51736114
OL228911A,92820318
OL228919A,108185084
OL2289223A,100256291
OL228968A,2593923
OL228969A,79125942
OL228980A,27226716
OL229035A,108823877
OL229046A,27120433
OL229053A,32834545
OL229065A,111245928
OL229073A,117616243
OL229074A,79570974
OL229075A,79366059
OL229144A,37018559
OL229157A,108228615
OL229161A,71386536
OL229188A,17227438
OL22918A,24695689
OL2292228A,24160601
OL229236A,69229388
OL22924A,90611130
OL2292686A,79053358
OL229268A,64005683
OL22928A,46922854
OL229299A,108718238
OL22931A,45125319
OL22932A,76400329
OL229377A,220813267
OL229394A,58093661
OL229398A,53465696
OL22939A,97767495
OL229401A,95161170
OL22945A,59310017
OL229475A,46931330
OL229501A,7466303
OL229532A,103324485
OL22954A,39464075
OL229556A,110923132
OL229594A,278875231
OL229599A,9201264
OL229637A,265916507
OL229671A,46838888
OL229683A,39606931
OL229685A,76432329
OL229718A,98232927
OL229729A,79328768
OL22973A,54151065
OL229756A,30289329
OL22981A,93980865
OL22984A,111746273
OL229896A,79570339
OL229898A,51811339
OL229907A,12431822
OL22994A,84052393
OL229997A,4961254
OL2300210A,53990910
OL230077A,111716145
OL230132A,64159728
OL230165A,118364358
OL230170A,47378368
OL230228A,46870273
OL230240A,117464226
OL230250A,37093239
OL230267A,49538
OL230281A,92496055
OL230288A,17253973
OL230306A,83986079
OL23033A,100257459
OL230349A,37042875
OL230355A,39497263
OL230389A,30091182
OL23038A,4929997
OL23048A,28316526
OL230501A,162228799
OL230506A,36955959
OL230514A,111612308
OL230516A,100042222
OL230521A,72198501
OL2305400A,5147998
OL230650A,109481934
OL23065A,88958529
OL230673A,64132187
OL230681A,36930589
OL230706A,54472984
OL23070A,77617157
OL230710A,301307159
OL23074A,64053034
OL230750A,50505413
OL230778A,115944621
OL230799A,75344397
OL230829A,13175489
OL230834A,119067502
OL230835A,116439589
OL230872A,67022690
OL2308873A,14817569
OL230909A,98217745
OL230916A,57961339
OL23094A,27115012
OL230972A,90599516
OL23105A,35287340
OL231074A,119620635
OL23108A,28600
OL231107A,28898985
OL23110A,53139143
OL231173A,116992038
OL2311751A,100175937
OL231181A,68930378
OL231200A,66505625
OL23120A,27661024
OL23121A,64002453
OL23125A,51721740
OL231265A,14786035
OL231295A,41836007
OL2313252A,66597868
OL23133A,57136
OL231340A,86706990
OL23135A,95151646
OL23138A,91577674
OL231484A,38162728
OL231490A,61581081
OL2314960A,36559175
OL231512A,239515639
OL231544A,120625486
OL2315934A,14145857775823020862
OL231595A,66478601
OL231607A,113979432
OL231615A,76396579
OL231630A,12338195
OL231684A,54361512
OL231690A,70015804
OL231691A,14912088
OL231747A,32014067
OL231782A,48496272
OL23178A,2478331
OL231796A,59089266
OL23180A,98807657
OL23182A,47561225
OL23184A,5722148997648759870009
OL2318581A,47156563
OL23186A,95208604
OL231873A,94538539
OL231965A,39518907
OL231966A,35863615
OL231999A,39513727
OL232000A,71503552
OL232053A,97155425
OL23206A,51707302
OL23207A,104636300
OL232103A,41990768
OL23215A,32034885
OL23221A,23678776
OL232221A,80246329
OL23222A,97201005
OL232232A,84617559
OL232261A,51008392
OL232262A,12326615
OL2323155A,64214646
OL232379A,17265891
OL23247A,79498146
OL232498A,16893121
OL232499A,82444721
OL232501A,34459928
OL23250A,84582957
OL232512A,47566268
OL232513A,53259718
OL23251A,116834060
OL232546A,544557
OL232548A,34605975
OL23254A,75515975
OL23255A,3370535
OL2325907A,39616466
OL232592A,11287961
OL232622A,49392474
OL232657A,85858116
OL232673A,34478021
OL232693A,46786915
OL232700A,68946341
OL232714A,69053771
OL232737A,47581986
OL23273A,120202957
OL23274A,14993786
OL23277A,17384113
OL232789A,110135596
OL23278A,92059164
OL2327943A,7398349
OL232814A,76489120
OL232816A,130767
OL2328289A,22137960
OL232858A,180439563
OL232876A,15507854
OL232899A,88908715
OL23292A,45432081
OL23294A,10004693
OL232977A,77974028
OL233011A,1168523
OL2330179A,34458038
OL233025A,8399508
OL233035A,12350656
OL233038A,47921459
OL233048A,92613705
OL2330869A,66820978
OL23308A,9870690
OL233093A,111711119
OL233100A,79366351
OL23311A,246063433
OL2331786A,61853262
OL233256A,112173831
OL233264A,84960550
OL23326A,9841446
OL2332735A,52754008
OL233290A,53201090
OL233292A,208903280
OL233293A,85420785
OL233299A,32074380
OL233315A,108442567
OL233330A,28849071
OL233342A,84950541
OL233357A,29679968
OL233372A,68932030
OL233376A,2560925
OL23338A,23613502
OL23341A,79367078
OL23342A,32019691
OL233431A,13226446
OL233455A,2660472
OL233479A,263854477
OL233481A,208582
OL233497A,108227993
OL233499A,100170140
OL23350A,95074610
OL233514A,95151565
OL233535A,69716497
OL233564A,100230441
OL233567A,18090297
OL233593A,71425884
OL233594A,79096089
OL23360A,97864608
OL23361A,111257538
OL23363A,32098466
OL23364A,110843895
OL23367A,79161767
OL2337256A,16820222
OL23372A,79363825
OL233734A,85499766
OL23374A,112486780
OL233761A,100336167
OL23377A,84188377
OL23380A,3050536
OL233814A,97186739
OL233830A,57997042
OL233861A,66529495
OL23388A,100287498
OL2338986A,39229823
OL23390A,47315606
OL2339168A,32388165
OL233959A,27273094
OL233960A,56750310
OL233995A,69224137
OL233999A,79183897
OL234061A,37796447
OL234095A,44502148
OL234131A,47628675
OL234141A,102019194
OL2341488A,99873514
OL234151A,85273917
OL234170A,12429524
OL234190A,66455569
OL234218A,64104835
OL23421A,22267857
OL234222A,17225145
OL234252A,2614749
OL23425A,4944537
OL23426A,39997425
OL23431A,4926394
OL23432A,111906393
OL23436A,22271179
OL23437A,108638711
OL234454A,4001399
OL234456A,20534440
OL234486A,25762928
OL234530A,79552900
OL234532A,100301962
OL234537A,66502419
OL23459A,111431072
OL234627A,32023621
OL234664A,98636170
OL234665A,9386149068388965730000
OL23478A,99557480
OL2348929A,103254079
OL234911A,24757115
OL23494A,49230576
OL23496A,9863544
OL235044A,5033809
OL23505A,84687292
OL235078A,100216554
OL235116A,27286496
OL235160A,8809665
OL235206A,79346888
OL235217A,71010364
OL235231A,52961573
OL235290A,10989467
OL235310A,46779708
OL235327A,109386240
OL235344A,46779540
OL23535A,79122177
OL235378A,121795787
OL235428A,8808140
OL235429A,30242218
OL235433A,91946696
OL235459A,39529441
OL235466A,87703045
OL235472A,115656872
OL235478A,88036689
OL235498A,109139284
OL2355327A,124402590
OL235553A,17345525
OL23561A,110244457
OL235639A,79044808
OL235659A,50598572
OL235668A,107011235
OL235687A,77246016
OL235693A,84037015
OL235725A,79176532
OL2357494A,74024682
OL235809A,114353563
OL236006A,109215443
OL236071A,118758474
OL236073A,16387613
OL236085A,108628531
OL236148A,34462394
OL236174A,12307054
OL236182A,56807852
OL236227A,5255019
OL236243A,108958811
OL23625A,79233542
OL236283A,94403745
OL236307A,76422898
OL236308A,1673158
OL23631A,79456890
OL236359A,224953739
OL2363951A,98242495
OL236411A,9863912
OL236414A,79450809
OL23643A,257340
OL236495A,58285258
OL236549A,85748963
OL236612A,38693226
OL236623A,107605420
OL236704A,56942877
OL236717A,4142979
OL236741A,14917358
OL236749A,19819077
OL236786A,108789370
OL2368098A,54196055
OL23681A,95191935
OL23684A,10088
OL236922A,17265870
OL236925A,9841958
OL236943A,108680806
OL23696A,73860916
OL23697A,100271219
OL236999A,9999889
OL2370011A,2821751
OL237009A,86613002
OL23704A,66484688
OL237065A,39484046
OL237082A,74664239
OL23709A,3750052
OL237100A,119051167
OL237114A,49750632
OL237115A,82968002
OL237116A,84653820
OL237118A,94354250
OL237141A,54311783
OL23720A,31992319
OL237227A,109932076
OL237234A,79300410
OL237239A,92443964
OL237257A,54285366
OL237336A,79058474
OL237376A,96944317
OL237453A,117218591
OL2375738A,37285395
OL23757A,14835494
OL237608A,64232701
OL23761A,36919188
OL237627A,64149024
OL2376441A,64916705
OL237653A,98363362
OL23767A,27061925
OL237708A,16096812
OL237711A,109027684
OL237717A,86425630
OL237718A,14090098
OL237740A,164628859
OL237767A,50047212
OL237813A,101897298
OL23781A,79334760
OL2378388A,68948123
OL2378411A,315531922
OL23784A,100104244
OL23790A,12317088
OL237979A,11626498
OL237986A,262682699
OL23798A,1176890
OL23801A,85314580
OL238025A,43908970
OL23802A,102509922
OL23804A,34778083
OL238086A,42463965
OL238088A,39515379
OL238095A,21393297
OL238112A,49329869
OL238137A,26342702
OL238150A,87874048
OL23821A,8242308
OL23822A,45098908
OL238242A,86448277
OL238257A,39400140
OL238268A,54165257
OL238273A,54210191
OL238320A,40828424
OL238330A,63250665
OL238359A,102043245
OL23839A,7557215
OL238434A,1791157
OL2384401A,77690192
OL238475A,12476559
OL238489A,1562882
OL238492A,104681857
OL238552A,56804318
OL238565A,108497462
OL238569A,114917
OL238730A,47037719
OL238785A,88801921
OL23878A,84058407
OL238796A,51710796
OL23879A,15009937
OL238838A,30326062
OL238844A,118190995
OL23884A,46790634
OL238864A,42072460
OL23886A,50289397
OL23891A,85684838
OL238932A,56609314
OL2389372A,29122303
OL238956A,35990131
OL238986A,40763991
OL239038A,110748354
OL239107A,77236999
OL239114A,24654383
OL23913A,94316561
OL239179A,51816245
OL23918A,51692186
OL23919A,116796842
OL23920A,30482457
OL23922A,50126561
OL239238A,4988800
OL23925A,77624966
OL239272A,85894140
OL239307A,32133664
OL239312A,49240010
OL2393211A,47532744
OL2393440A,18336847
OL23934A,102285328
OL23936A,108190886
OL239380A,95148416
OL23938A,42732400
OL239410A,37815221
OL239431A,23280587
OL239433A,11471409
OL239440A,88059533
OL239499A,79463032
OL239523A,7386152
OL239524A,110863201
OL23957A,116789957
OL239582A,23531597
OL23958A,84024213
OL239593A,107533016
OL239603A,109112469
OL23960A,10656291
OL239611A,16036474
OL23965A,34458017
OL239688A,68987175
OL239749A,40363393
OL239750A,42710800
OL239799A,2468135
OL239800A,51686739
OL23981A,70701129
OL239853A,24607127
OL239902A,79541088
OL239939A,90719312
OL239954A,24694541
OL239977A,102383784
OL239978A,54244343
OL2399792A,42634131
OL23997A,73874087
OL239986A,41915499
