user_id,favorite_subjects
67273,Ficcin
67273,Fiction
67273,General
67286,American Horror Tales
67286,Assassination
67286,Brains
67288,Fiction
67288,Detective And Mystery Stories
67288,Mystery
67294,Fiction
67294,Horror
67294,New Hampshire
67296,Fiction
67296,General
67296,Large Type Books
67298,Fiction
67298,Adventure Stories
67298,Ficcin Juvenil
67312,Behavior Modification
67312,Behavior Therapy
67312,Conduct Of Life
67318,Child
67318,Fiction
67318,Good And Evil
67319,Fiction
67319,Horror
67319,Vampires
67322,Fiction
67322,Detective And Mystery Stories
67322,Family
67324,American Horror Tales
67324,Arson
67324,Authors
67325,Fiction
67325,Thriller Fiction
67325,Thrillers
67327,American Love Stories
67327,American Romance Fiction
67327,Contemporary
67329,Action Adventure
67329,Animals
67329,English Fantasy Fiction
67332,Epic
67332,Fantasy
67332,Fantasy Fiction
67335,1805 English Literature
67335,20Th Century
67335,Adventure Stories
67337,Fiction
67337,Open Library Staff Picks
67337,Aliens
67338,Epic
67338,Fantasy
67338,Fantasy Fiction
67341,Dog
67341,Family Life
67341,Fiction
67351,Action Adventure
67351,Alpha Male
67351,American Fiction
67354,Fiction
67354,Horror
67354,Paranormal Fiction
67358,Fiction
67358,General
67358,Science Fiction
67360,Action Adventure
67360,Adventure
67360,Adventure Stories
67364,Fiction
67364,Horror
67364,Fantasy
67370,Fiction
67370,Diary Fiction
67370,England
67371,Fiction
67371,Detective And Mystery Stories
67371,Lesbians
67374,[NO_SUBJECT]
67375,Fiction
67375,Fantasy
67375,Fantasy Fiction
67376,Fiction
67376,General
67376,Thriller Fiction
67383,Juvenile Fiction
67383,Fiction
67383,1939-1945
67384,Avarice
67384,Fairy Tales
67384,Fantasy Fiction
67387,Fiction
67387,General
67387,Crimes Against
67392,Anne
67392,Fantasy Fiction
67392,History And Criticism
67393,American Science Fiction
67393,Extraterrestrial Beings
67393,Fiction
67397,Fiction
67397,General
67397,Thrillers
67402,Fiction
67402,General
67402,Detective And Mystery Stories
67403,Fiction
67403,General
67403,Science Fiction
67404,Adjustment Psychology
67404,Death
67404,Dream
67412,Fiction
67412,General
67412,Large Type Books
67415,Fiction
67415,General
67415,Friendships
67416,City And Town Life
67416,City And Town Life In Fiction
67416,Epic
67417,[NO_SUBJECT]
67422,1939-1945
67422,Concentration Camps
67422,Forgiveness
67431,Biografa
67431,Biography
67431,California
67432,Discoveries In Geography
67432,Discovery And Exploration
67432,Explorer
67442,Large Type Books
67442,Fiction
67442,Romance
67444,Behavior Modification
67444,Behavior Therapy
67444,Bible
67448,Angels
67448,Fiction
67448,Friendships
67453,Large Type Books
67453,1946-
67453,1993-2001
67454,African American Families
67454,African Americans
67454,Afro-Americans
67455,Biography
67455,Entertainers
67455,Large Type Books
67457,Detective And Mystery Stories
67457,Fiction
67457,Horror
67459,Contemporary
67459,Fiction
67459,France
67463,Australian
67463,Fantasy Fiction
67463,Fiction
67464,Father-Daughter Relationships
67464,Fiction
67464,History
67465,Adolescence
67465,Calif
67465,Dating Social Customs
67485,Description And Travel
67485,History
67485,Journeys
67487,Fiction
67487,General
67487,Large Type Books
67490,Adaptations
67490,Authors And Publishers
67490,Brainwashing
67493,1939-1945
67493,Accelerated Reader
67493,American Fiction Fictional Works By One Author
67494,Action Adventure
67494,Actresses
67494,American Fiction Fictional Works By One Author
67497,Fiction
67497,General
67497,Thriller Fiction
67511,Conversation And Phrase Books
67511,Fiction
67511,Fiction General
67512,Motion Pictures
67512,Production And Direction
67512,Occultism
67515,Fiction
67515,General
67515,Short Stories
67522,Detective And Mystery Stories
67522,England
67522,Fiction
67523,Christian
67523,City And Town Life
67523,Clergymen
67529,Detective And Mystery Stories
67529,Fiction
67529,General
67530,Biography
67530,Princess
67530,Royalty
67534,Detective And Mystery Stories
67534,Ficcin
67534,Fiction
67535,Arctic Regions
67535,Audiobooks
67535,Chang Pian Xiao Shuo
67542,Fiction
67542,Literature
67542,Large Type Books
67543,Liberty
67543,Religious Aspects
67543,Spiritual Life
67544,Fiction
67544,General
67544,New York Times Book Reviews
67547,Fiction
67547,General
67547,Literature
67553,Detective And Mystery Stories
67553,Fiction
67553,Police Procedural
67560,Death
67560,Fiction
67560,General
67562,Alex Fictitious Character
67562,California
67562,Delaware
67563,Fiction
67563,Historical
67563,Romance
67564,California
67564,Detective And Mystery Stories
67564,Fiction
67567,Coming Of Age
67567,Fiction
67567,Friendship
67571,Adventure Fiction
67571,American Fiction
67571,Appreciation
67573,Fantasy
67573,Fantasy Fiction
67573,Fiction
67575,Fiction
67575,Art Dcrire
67575,Author
67576,Belletristische Darstellung
67576,Crime
67576,Crime Mystery
67578,[NO_SUBJECT]
67581,Action Adventure
67581,Adventure Stories
67581,China
67591,Fiction
67591,General
67591,Historical
67593,Fantasy
67593,Fiction
67593,General
67596,Bildungsromans
67596,Fiction
67596,Psychological Fiction
67598,Adventure Fiction
67598,Adventure Stories
67598,Alaska
67600,England
67600,Fiction
67600,General
67605,American
67605,American Authors
67605,Authors
67615,1775-1783
67615,Fiction
67615,General
67619,Adventure
67619,Animals
67619,Books
67620,Travel
67620,"Voyages, Imaginary"
67620,Kindness
67627,Fiction
67627,General
67627,Juvenile Fiction
67628,Conduct Of Life
67628,Miscellanea
67628,Happiness
67629,Fiction
67629,General
67629,Romance
67630,Fiction
67630,Friendships
67630,Juvenile Fiction
67636,Adventure Fiction
67636,Adventure Stories
67636,Alaska
67641,Christian
67641,Fiction
67641,General
67648,African Americans
67648,Conduct Of Life
67648,Etc.
67649,Belletristische Darstellung
67649,Fiction
67649,General
67656,Christian
67656,Fiction
67656,General
67663,Large Type Books
67663,Fiction
67663,General
67677,Fiction
67677,General
67677,Alaska
67679,[NO_SUBJECT]
67687,Detective And Mystery Stories
67687,Edinburgh Scotland
67687,Fiction
67689,Children With Disabilities
67689,Contemporary
67689,Domestic Fiction
67690,Large Type Books
67690,Alabama
67690,Domestic Fiction
67691,Afghanistan
67691,Asia
67691,Civil Wars
67692,Fiction
67692,General
67692,Success
67693,Fiction
67693,Large Type Books
67693,General
67694,Fiction
67694,Large Type Books
67694,Short Stories
67696,College Readers
67696,English Language
67696,Rhetoric
67698,Biological Warfare
67698,End Of The World
67698,English Fiction
67700,Action Adventure
67700,Adventure
67700,Adventure Stories
67704,Adventure Fiction
67704,Adventure Stories
67704,Alaska
67708,Brother
67708,Canada
67708,Discovery And Exploration
67710,1939-1945
67710,Autobiographie
67710,Biography
67715,Connecticut
67715,Crime
67715,Dating Social Customs
67716,Conspiracies
67716,Denmark
67716,Detective And Mystery Stories
67718,[NO_SUBJECT]
67719,[NO_SUBJECT]
67720,[NO_SUBJECT]
67721,Adaptations
67721,British And Irish Fiction Fictional Works By One Author
67721,Comic Books
67725,Art
67725,Collectors And Collecting
67725,Contemporary
67729,Alcoholics
67729,American
67729,American Fiction Fictional Works By One Author
67734,African Americans
67734,Coming Of Age
67734,Domestic Fiction
67738,British And Irish Fiction Fictional Works By One Author
67738,Classic Literature
67738,English
67743,British And Irish Fiction Fictional Works By One Author
67743,End Of The World
67743,English Literature -- History And Criticism
67749,1939-1945
67749,Abused Children
67749,Adolescentes
67752,[NO_SUBJECT]
67754,Fantasy
67754,Large Type Books
67754,Fantasy Fiction
67755,Adaptations
67755,Arthurian Romances
67755,Fantasy
67756,Detective And Mystery Stories
67756,Ficcin
67756,Fiction
67757,Detective And Mystery Stories
67757,Fiction
67757,Thrillers
67765,Belletristische Darstellung
67765,Chang Pian Xiao Shuo
67765,Continental European Fiction
67774,Fiction
67774,General
67774,New York Times Book Reviews
67775,Fiction
67775,Romance
67775,General
67777,Detective And Mystery Stories
67777,Fiction
67777,Indians Of North America
67778,Adaptations
67778,Chinese
67778,Chinese Language
67779,Actresses
67779,American
67779,American Love Stories
67782,Collectionidgoosebumps1
67782,Fiction
67782,Horror
67784,Fiction
67784,Large Type Books
67784,Women Private Investigators
67785,Fiction
67785,English Literature -- History And Criticism
67785,Literature
67786,Contemporary
67786,Cooking
67786,Cooks
67790,Bounty Hunters
67790,Detective And Mystery Stories
67790,Ficcin
67796,Fiction
67796,American Fantasy Fiction
67796,General
67797,Americans
67797,Attempted Assassination
67797,Biological Warfare
67802,Contemporary
67802,Dating Social Customs
67802,Fiction
67805,Adultery
67805,Ancient
67805,Chang Pian Xiao Shuo
67810,Fiction
67810,Large Type Books
67810,General
67812,[NO_SUBJECT]
67821,Authors
67821,Biography
67821,Description And Travel
67826,Contemporary
67826,Drug Abuse
67826,Dublin Ireland
67828,Church History
67828,Fiction
67828,General
67829,Action Adventure
67829,Fiction
67829,Adventure
67838,Fiction
67838,General
67838,Large Type Books
67840,Fiction
67840,General
67840,Large Type Books
67846,Fiction
67846,General
67846,Actresses
67850,Fiction
67850,General
67850,Nonfiction -- Juvenile Literature
67861,Anecdotes
67861,Christian Women
67861,Christianity
67873,Alabama
67873,Domestic Fiction
67873,Family Life
67880,English Literature -- History And Criticism
67880,Fantastic Fiction
67880,Fantasy
67885,Adolescence
67885,Children Grades 4-6
67885,English Fiction
67886,Fiction
67886,General
67886,Fantasy
67887,England
67887,Fiction
67887,General
67896,Fiction
67896,Thriller Fiction
67896,Thrillers
67898,Crime
67898,Detective And Mystery Stories
67898,Fiction
67901,19Th Century
67901,Adultery
67901,Ambition
67909,Department Stores
67909,Fairies
67909,Fantasy
67910,Fiction
67910,General
67910,Thriller Fiction
67911,Brothers And Sisters
67911,Epic
67911,Extraterrestrial Beings
67914,City And Town Life
67914,Fiction
67914,General
67915,1789-1799
67915,Adaptations
67915,American
67917,Action Adventure
67917,Actresses
67917,American Fiction Fictional Works By One Author
67918,Crime
67918,Fiction
67918,Fugitives
67921,Adolescent
67921,Ants
67921,Aunts
67922,American Horror Tales
67922,Chang Pian Xiao Shuo
67922,Cuentos De Terror
67930,Fiction
67930,General
67930,Romance
67932,[NO_SUBJECT]
67940,British
67940,British And Irish Fiction Fictional Works By One Author
67940,Fiction
67944,Bachelors
67944,Cat
67944,Fiction
67945,Action Adventure
67945,Adventure
67945,Adventure Stories
67950,Action Adventure
67950,American Science Fiction
67950,English Fiction
67952,Social Issues
67952,Social Problems
67958,Fiction
67958,Large Type Books
67958,General
67962,Fiction
67962,Fiction In English
67962,General
67971,2001-2009
67971,American
67971,Conservatism
67975,1806 Anglo-American Literature
67975,Abused Women
67975,Africa
67977,Clergymen
67977,Contemporary
67977,Detective And Mystery Stories
67979,1861-1865
67979,American Civil War 1861-1865 Fast Ocolcfst01351658
67979,Anglais Langue
67982,Fiction
67982,Interplanetary Voyages
67982,Short Stories
67986,Fiction
67986,Lesbians
67986,Lgbtq
67988,Biography
67988,Graham
67988,Newspaper Publishing
67991,1980S
67991,1990S
67991,Clergymen
67992,Fiction
67992,Science Fiction
67992,General
67994,Adventure Fiction
67994,Adventure Stories
67994,Alaska
67995,Fantasy
67995,Fantasy Fiction
67995,Fiction
67997,1939-1945
67997,Diplomatic Relations
67997,Foreign Relations
68000,Juvenile Fiction
68000,Fiction
68000,Ficcin Juvenil
68004,Fiction
68004,Thrillers
68004,African American Police
68014,Fiction
68014,Psychological Fiction
68014,History
68016,Dolphin
68016,Epic
68016,Extraterrestrial Beings
68028,Fiction
68028,General
68028,Psychiatric Hospital Patients
68029,Fiction
68029,General
68029,Literary
68030,Bereavement
68030,Deaf
68030,Escape
68040,Adventure Fiction
68040,Adventure Stories
68040,American Drama
68041,American Fiction
68041,Fiction
68041,Investigation
68043,Adventure Stories
68043,Baby
68043,Bandes DessinéEs
68047,Detective And Mystery Stories
68047,Fiction
68047,General
68050,Fiction
68050,General
68050,Large Type Books
68052,Civilization
68052,Fiction
68052,General
68057,Horror
68059,Fiction
68059,Large Type Books
68059,Women Private Investigators
68060,Domestic Fiction
68060,Dysfunctional Families
68060,Family
68061,Fiction
68066,Action Adventure
68066,Crime
68066,Detective And Mystery Stories
68067,British And Irish Drama Dramatic Works By One Author
68067,English Literature -- History And Criticism
68067,Fantasy
68072,Miscellanea
68072,Psychic Ability
68072,Self-Realization
68073,Organizational Change
68073,Change
68073,Change Psychology
68074,Dog
68074,Juvenile Fiction
68074,Puppies
68075,Fiction
68075,Horror
68075,American Fiction
68077,Wicca
68077,Witchcraft
68077,Antiquities
68081,Large Type Books
68081,Fiction
68081,Brothers And Sisters
68082,African Americans
68082,Coming Of Age
68082,Domestic Fiction
68087,Magic
68087,New Age Movement
68087,Tarot
68094,Personal Beauty
68094,1564-1616
68094,Administration Dosage
68096,Fiction
68096,Japanese Americans
68096,Large Type Books
68097,Biography
68097,New Zealand
68097,Physician
68114,1947-
68114,20Th Century
68114,81354
68117,Civilisation
68117,Civilizacin
68117,Civilization
68121,Comics Graphic Novels
68121,Fantasy
68121,Fiction
68122,American Fiction
68122,Brother
68122,Detective And Mystery Stories
68126,Detective And Mystery Stories
68126,Fiction
68126,Investigation
68127,Fiction
68127,General
68127,1939-1945
68128,Fiction
68128,General
68128,Long Now Manual For Civilization
68135,[NO_SUBJECT]
68146,Travel
68146,1942-
68146,American
68150,American Wit And Humor
68150,Automobiles
68150,Maintenance And Repair
68151,Fiction
68151,General
68151,Belletristische Darstellung
68156,Fiction
68156,General
68156,Historical Fiction
68159,Entertaining
68159,Fiction
68159,General
68165,Dragon
68165,Fantastic Fiction
68165,Fantasy
68166,Fantasy
68166,Fantasy Fiction
68166,Fiction
68168,Continental European Fiction
68168,Abolitionists
68168,American Fiction
68169,Interpersonal Relations
68178,Anecdotes
68178,English Literature -- History And Criticism
68178,English Wit And Humor
68183,California
68183,Detective And Mystery Stories
68183,Fiction
68184,Fiction
68184,General
68184,Large Type Books
68185,Fiction
68185,General
68185,Large Type Books
68187,Arizona
68187,Extortion
68187,Farmer
68193,Anecdotes
68193,Etc.
68193,Facetiae
68194,American Fiction Fictional Works By One Author
68194,Atomic Bomb
68194,Audiobooks
68198,California
68198,Detective And Mystery Stories
68198,Fiction
68202,1863
68202,Action Adventure
68202,Fiction
68203,1991
68203,Action Adventure
68203,Africa
68205,1914-1918
68205,American Fiction Fictional Works By One Author
68205,Fiction
68216,English Science Fiction
68216,Fiction
68216,Time Travel -- Fiction
68217,American Fiction
68217,Child
68217,Contemporary
68220,Adventure Stories
68220,American Fiction
68220,Awardnewberyaward
68224,Bildungsromans
68224,British
68224,Coming Of Age
68226,Contemporary
68226,Family Life
68226,Fiction
68227,Juvenile Fiction
68227,Fiction
68227,Fantasy Fiction
68234,Fiction
68234,African American Police
68234,Alex Fictitious Character
68239,Adventure Stories
68239,Brigands And Robbers
68239,Brother
68240,Fiction
68240,Romance
68240,Contemporary
68241,California
68241,Family Life
68241,Fiction
68249,Fiction
68249,General
68249,Large Type Books
68254,Diary Fiction
68254,England
68254,English Literature -- History And Criticism
68256,Fiction
68256,Friendships
68256,Large Type Books
68257,Fiction
68257,General
68257,Finance
68260,Canadian Fiction
68261,Fiction
68261,Science Fiction
68261,American National Characteristics
68265,Catalogs
68265,Directories
68265,Equipment And Supplies
68267,Agriculture
68267,Biological Evolution
68267,Civilisation
68269,[NO_SUBJECT]
68272,Fiction
68272,Thriller Fiction
68272,81354
68273,Large Type Books
68273,Love
68273,Interpersonal Relations
68275,Child Development
68275,Child Rearing
68275,Development
68283,American Wit And Humor
68283,Humor
68283,Marriage And Family Life
68287,Contemporary
68287,Fiction
68287,Love
68288,[NO_SUBJECT]
68290,American Fiction Fictional Works By One Author
68290,Brother
68290,Children Of The Rich
68295,French Fiction
68295,Serial Murder
68296,Child
68296,Child Rearing
68296,Education
68298,Environmental Policy
68298,Environmental Protection
68298,Human Ecology
68299,Contemporary
68299,Diary Fiction
68299,Fiction
68308,Fiction
68308,General
68308,City And Town Life
68309,Fantasy
68309,Fiction
68309,General
68318,Politics And Government
68320,Books And Reading
68320,Character
68320,Child
68321,1939-1945
68321,Art
68321,Bandes DessinéEs
68328,[NO_SUBJECT]
68339,History
68339,Journalist
68339,Politics And Government
68341,Biographical Fiction
68341,Canada
68341,Canadian Fiction Fictional Works By One Author
68343,Adventure Fiction
68343,Adventure Stories
68343,American Fiction
68344,Fantasy
68344,Fiction
68344,General
68345,[NO_SUBJECT]
68347,Fiction
68347,Action Adventure
68347,Betrayal
68349,American Fiction Fictional Works By One Author
68349,Artist
68349,Author
68352,Fiction
68352,Large Type Books
68352,Man-Woman Relationships
68369,[NO_SUBJECT]
68370,[NO_SUBJECT]
68373,1991
68373,Adolescence
68373,American Fiction Fictional Works By One Author
68375,81354
68375,Artificial Intelligence
68375,Belletristische Darstellung
68376,Anecdotes
68376,Canadian Wit And Humor
68376,Crime
68378,Fiction
68378,General
68378,Historical
68383,General
68383,Fiction
68383,Ficcin
68387,Biography
68387,Musician
68387,Rock Music
68389,Fantasy
68389,Fiction
68389,General
68395,Fiction
68395,Horror
68395,Juvenile Fiction
68398,American Historical Fiction
68398,Fiction
68398,Foreign Country
68407,Authors
68407,Biography
68407,Chile
68409,Biography
68409,Anthropologists
68409,Anthropology
68412,Fiction
68412,Short Stories
68412,American Fiction
68414,Adolescence
68414,Biographical
68414,Blind
68422,Biography
68422,Large Type Books
68422,American
68424,Buddhism
68424,China
68424,Ethics
68426,20Th Century
68426,Art
68426,History
68429,Fiction
68429,Detective
68429,Detective And Mystery Stories
68436,Fiction
68436,General
68436,Science Fiction
68437,Adventure Fiction
68437,American Fiction
68437,Appreciation
68440,Fiction
68440,General
68440,Hard Science Fiction
68447,Fiction
68447,American Fiction
68447,American Fiction Fictional Works By One Author
68450,Gang
68450,History
68450,Organized Crime
68451,1861-1865
68451,Awardnationalbookawardfiction
68451,Civil Wars
68455,Biography
68455,Canadian English
68455,Childhood And Youth
68457,Chiens
68457,Dog
68457,Fiction
68465,Fiction
68465,General
68465,Romance
68468,81354
68468,African Americans
68468,Audiobooks
68470,Belletristische Darstellung
68470,Domestic Fiction
68470,Family
68473,Action Adventure
68473,Adventure
68473,Christian Life
68476,Collectionidtng
68476,Data Fictitious Character
68476,Epidemic
68478,Fiction
68478,General
68478,French Language
68480,Action Adventure
68480,Adventure Stories
68480,Audiobooks
68483,[NO_SUBJECT]
68484,Business Planning
68484,Entreprises
68484,Managers
68487,Family
68487,Fiction
68487,General
68491,Fiction
68491,General
68491,Romance
68495,Biography
68495,Etc.
68495,Fiction
68496,[NO_SUBJECT]
68498,Biography
68498,Description And Travel
68498,Fiction
68500,[NO_SUBJECT]
68503,American Love Poetry
68503,American Poetry
68503,Ficcin
68505,American Fiction
68505,Brother
68505,Detective And Mystery Stories
68509,American Science Fiction
68509,End Of The World
68509,Fiction
68510,Children Of The Rich
68510,Fiction
68510,Forensic Psychiatrists
68511,Art
68511,Artist
68511,Biographical
68516,Drama
68516,Love
68516,Motion Picture Plays
68518,New Age Movement
68518,Occultism
68518,Reality
68524,Development
68524,Dog
68524,Juvenile Fiction
68528,Ouvrages De Vulgarisation
68528,Popular Works
68528,Father-Son Relationships
68531,Fiction
68531,Teacher
68531,Baltimore Md
68532,Biological Sciences
68532,Dictionaries
68533,Fiction
68533,1806 Anglo-American Literature
68533,American Fiction Fictional Works By One Author
68537,Fiction
68537,General
68537,Large Type Books
68538,Adolescentes
68538,American Fiction
68538,Bereavement
68543,81354
68543,Adolescence
68543,Adolescent
68552,Alphabet
68552,American Wit And Humor
68552,English Language
68554,College Teachers
68554,Ficcin
68554,Fiction
68555,Fiction
68555,General
68555,Large Type Books
68556,Australia
68556,Biography
68556,Childhood And Youth
68557,Action Adventure
68557,Fiction
68557,Fiction In English
68559,Bereavement
68559,Fiction
68559,Fictional Works Publication Type
68560,[NO_SUBJECT]
68561,Fiction
68561,Large Type Books
68561,General
68563,American Fiction
68563,Arkansas
68563,Baseball Stories
68565,Alpha Male
68565,Brother
68565,Fiction
68568,Fiction
68568,Thrillers
68568,Thriller Fiction
68571,[NO_SUBJECT]
68572,Fiction
68572,General
68572,
68574,Detective And Mystery Stories
68574,Fiction
68574,General
68575,Divorce
68575,Family Life
68575,Fiction
68577,[NO_SUBJECT]
68578,Anorexia Nervosa
68578,Autobiography
68578,Biography
68579,Adventure Fiction
68579,American Fiction
68579,Appreciation
68581,Fiction
68581,Thriller Fiction
68581,Thrillers
68586,American Fiction
68586,Fiction
68586,81354
68598,Fiction
68598,Contemporary
68598,General
68599,American Wit And Humor
68599,Child
68599,Humor
68603,Fiction
68603,General
68603,Literature
68605,Fiction
68605,Contemporary
68605,Romance
68608,American Authors
68608,Belletristische Darstellung
68608,Bereavement
68611,[NO_SUBJECT]
68612,Care And Hygiene
68612,Health And Hygiene
68612,Personal Beauty
68614,Fantasy
68614,Fiction
68614,General
68615,Fiction
68615,General
68615,Chivalry
68617,[NO_SUBJECT]
68619,Action Adventure
68619,Americans
68619,Antiquities
68621,Social Life And Customs
68621,Travel
68621,Biography
68622,African American Families
68622,African American Girls
68622,Father-Daughter Relationships
68627,Adventure Stories
68627,Fiction
68627,Horror
68633,Gay Men -- Fiction
68633,American
68633,Biography
68634,Detective And Mystery Stories
68634,Fiction
68634,Jerusalem
68643,Adventure Stories
68643,Boarding Schools
68643,Childrens Booksages 9-12 Fiction
68647,[NO_SUBJECT]
68648,[NO_SUBJECT]
68649,Fiction
68649,Roman
68650,Boarding Schools
68650,Fiction
68650,Juvenile Fiction
68653,[NO_SUBJECT]
68657,[NO_SUBJECT]
68663,African Americans
68663,American Erotic Stories
68663,Fiction
68670,African American Girls
68670,Bear
68670,Board Books
68683,Fiction
68683,General
68683,Contemporary
68688,Fiction
68688,Horror
68688,Horror Fiction
68690,Fiction
68690,Large Type Books
68690,Rapture Christian Eschatology
68691,Detective And Mystery Stories
68691,Fiction
68691,General
68694,[NO_SUBJECT]
68697,Action Adventure
68697,Adventure Stories
68697,Bibliography
68698,[NO_SUBJECT]
68700,Fiction
68700,Juvenile Fiction
68700,Collectiondragonlance
68707,American Fiction Fictional Works By One Author
68707,City Life
68707,Coming Of Age
68708,Death
68708,Father
68708,Father-Daughter Relationships
68709,Audiobooks
68709,Baby
68709,Brothers And Sisters
68712,Asia
68712,Biography
68712,British
68721,California
68721,Ficcin
68721,Fiction
68729,Fiction
68729,General
68729,Man-Woman Relationships
68737,Adolescent
68737,Fiction
68737,French Fiction
68738,Conflict Of Generations
68738,Family
68738,Family Life
68743,Great Britain
68743,History
68743,1939-1945
68747,Apartment Houses
68747,City And Town Life
68747,City And Town Life In Fiction
68757,Biography
68757,Childhood And Youth
68757,Journalist
68758,English Language
68758,Anglais Langue
68758,Report Writing
68760,Fiction
68760,Juvenile Fiction
68760,General
68761,History
68761,Indian
68761,Indianen
68767,Fiction
68767,Large Type Books
68767,General
68768,Fiction
68768,General
68768,Romance
68771,Arab-Israeli Conflict
68771,Bombing
68771,Detective And Mystery Stories
68786,Adventure Stories
68786,Brothers And Sisters
68786,England
68793,Ficcin
68793,Fiction
68793,General
68799,Biography
68799,Tennis
68799,Tennis Players
68804,Dating Social Customs
68804,Diary
68804,England
68805,1939-1945
68805,Action Adventure
68805,Activity Programs
68808,Accelerated Reader
68808,Adventure Stories
68808,Animals
68809,American Fiction
68809,Europe
68809,Ficcin
68811,Arithmetic
68811,1564-1616
68811,1805 English Literature
68816,1939-1945
68816,Adventure Stories
68816,Child
68819,Adventure Stories
68819,Brigands And Robbers
68819,Brother
68827,Fiction
68827,Detective And Mystery Stories
68827,General
68828,African Americans
68828,Afro-Americans
68828,Blacks
68834,Fiction
68834,Thrillers
68836,Fiction
68836,Horror
68836,Literature
68838,Domestic Fiction
68838,Farm Life
68838,Farmer
68841,Boys
68841,Fantasy
68841,Fantasy Fiction
68846,Large Type Books
68846,Fiction
68846,Literature
68852,19Th Century
68852,20Th Century
68852,Africa
68853,Conduct Of Life
68853,Peace Of Mind
68853,Psychology
68854,Fiction
68854,Large Type Books
68854,General
68860,Detective
68860,Detective And Mystery Stories
68860,Fiction
68861,
68861,African Americans
68861,American Fiction
68862,1882-1941
68862,Alcoholism
68862,Anglais Langue
68873,England
68873,Fiction
68873,English Language
68876,Fiction
68876,Horror
68876,Media Tie-In
68886,Fiction
68886,General
68886,Large Type Books
68887,1939-1945
68887,Adventure Stories
68887,American Personal Narratives
68891,1939-1945
68891,Fiction
68891,Jews
68893,Authors
68893,Biography
68894,81354
68894,American
68894,American Science Fiction
68897,[NO_SUBJECT]
68900,Brains
68900,Education
68900,Family Parenting Childbirth
68903,Belletristische Darstellung
68903,Bildungsromans
68903,Boys
68913,[NO_SUBJECT]
68914,Baltimore Md
68914,Detective
68914,Detective And Mystery Stories
68917,[NO_SUBJECT]
68920,Detective And Mystery Stories
68920,Fiction
68920,Friendship
68922,Globalization
68922,Terrorism
68922,Western Civilization
68925,[NO_SUBJECT]
68928,Artist
68928,Ficcin
68928,Fiction
68941,Epidemic
68941,Fantasy
68941,Fantasy Fiction
68943,Fiction
68943,General
68943,Large Type Books
68947,Adventure Stories
68947,British And Irish Fiction Fictional Works By One Author
68947,Character
68951,Aging
68951,Bird
68951,Child And Youth Fiction
68955,Domestic Fiction
68955,Farm Life
68955,Farmer
68964,Cousin
68964,Family
68964,Fiction
68965,American Fiction
68965,Arkansas
68965,Baseball Stories
68967,87Th Precinct Imaginary Place
68967,Carella
68967,Detective And Mystery Stories
68970,Australia
68970,Australian Fiction
68970,Biographical
68973,Great Britain
68973,Guidebooks
68984,Large Type Books
68984,Fiction
68984,Thrillers
68995,Detective And Mystery Stories
68995,Fiction
68995,General
68998,Fiction
68998,Romance
68998,General
69001,Fiction
69001,Utopia
69004,[NO_SUBJECT]
69005,1991
69005,Fiction
69005,Middle East
69008,Action Adventure
69008,American Fiction
69008,American Science Fiction
69009,20Th Century
69009,American
69009,American Fiction
69010,Clairvoyance
69010,Fantasy
69010,Fiction
69012,Fiction
69012,General
69012,Historical
69017,Detective And Mystery Stories
69017,Fiction
69017,General
69019,Juvenile Fiction
69019,River
69019,Specimens
69021,Germanic Literature
69021,Language Readers
69022,Detective And Mystery Stories
69022,Fiction
69022,General
69023,Fiction
69023,General
69023,Short Stories
69024,Influence
69024,Intercultural Communication
69024,Mass Media
69025,1947-
69025,American
69025,Authors
69028,Biography
69028,Future Life
69028,History
69030,[NO_SUBJECT]
69032,Detective And Mystery Stories
69032,Fiction
69032,Large Type Books
69033,[NO_SUBJECT]
69042,Fiction
69042,Science Fiction
69042,General
69049,Allegories
69049,Blind
69049,Blindness
69050,Art Dcrire
69050,Author
69050,Authors
69051,Art Dcrire
69051,Author
69051,Authors
69052,Continental European Fiction
69052,Fiction
69052,France
69056,Poetry Poetic Works By One Author
69056,Translations Into English
69056,Friendships
69063,Fiction
69063,General
69063,Romance
69065,Death
69065,England
69065,Fiction
69068,Abandoned Children
69068,American Short Stories
69068,Automobile Travel
69070,[NO_SUBJECT]
69076,Fiction
69076,Fictional Works Publication Type
69076,Conduct Of Life
69078,Fiction
69078,General
69078,Large Type Books
69079,Fiction
69079,General
69079,Italy
69085,Architect
69085,Classic Literature
69085,Didactic Fiction
69086,Desktop Publishing
69086,Unix Computer File
69087,[NO_SUBJECT]
69089,Fiction
69089,General
69089,Juvenile Fiction
69093,Adventure Stories
69093,Awardnewberyaward
69093,Blind
69100,Detective And Mystery Stories
69100,England
69100,English Literature -- History And Criticism
69102,Action Adventure
69102,Adventure Fiction
69102,Adventure Stories
69114,[NO_SUBJECT]
69120,Prayers
69120,Dream
69120,Dream Interpretation
69124,Dwellings
69124,Fiction
69124,Ghost
69130,Action Adventure
69130,Air Pilots
69130,Fiction
69141,Christian Life
69141,Epic
69141,Fantasy
69143,Detective And Mystery Stories
69143,Fiction
69143,General
69147,Fiction
69147,Ficcin
69147,General
69151,Miniature Books
69151,Specimens
69155,Belletristische Darstellung
69155,Domestic Fiction
69155,Family
69156,Fiction
69156,General
69156,Large Type Books
69158,American
69158,American Wit And Humor
69158,Caricatures
69167,Christendom
69167,Doctrinal
